dataset_label;link_immometrica;id;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;score_vor_malus;liquiditaets_malus;score_final;klasse;agent_decision;exclusion_reason;risk_level;next_step
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22432315;LEIPZIG_135000_489_056;Großzschocher;Buttergasse 10a, 04249 Großzschocher, Leipzig;* schicke ETW * am grünen Gürtel * Balkon * Außenrollos * TG-Stellplatz *;135000;66.5;5.7;489;63;-30;33;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26450615;LEIPZIG_123000_119_057;Wiederitzsch;04158 Leipzig - Wiederitzsch 04158 Leipzig - Wiederitzsch;4,24 % RENDITE | Vermietete 2-Raum-Wohnung mit Balkon & TG-Stellplatz;123000;60;5.7;119;59;-15;44;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27603793;LEIPZIG_129000_20_058;Holzhausen;04288 Leipzig - Holzhausen 04288 Leipzig - Holzhausen;++ Faktor 23, 1.954 EUR / m², PKW-Stellplatz, Balkon! 2-Zimmer Wohnung in Leipzig-Holzhausen ++;129000;66;5.7;20;66;-5;61;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/20932775;LEIPZIG_123000_639_059;Leipzig;Außenring 34, 04158 Leipzig;LOHNENSWERTES INVESTMENT MIT 4,24 % RENDITE // Vermietete 2-Raum-Wohnung mit Balkon & TG-Stellplatz;123000;60;5.7;639;59;-30;29;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21230610;LEIPZIG_122000_610_060;Böhlitz-Ehrenberg;Leipziger Str. 113, 04178 Leipzig (Böhlitz-Ehrenberg);Nette Mieter seit 1996 - Preis inkl. TG-Stellplatz - sehr gute Infrastruktur - gepflegte 2-Raum-WE mit Balkon, Aufzug und Tiefgarage;122000;56.3;5.6;610;55;-30;25;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26623371;LEIPZIG_79500_105_061;Leipzig;Hauptstr. 48G, 04288 Leipzig;** Attraktive Einheit in sehr gutem Zustand - flexibel nutzbar **;79500;36.1;5.6;105;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27204090;LEIPZIG_100000_55_062;Leipzig;Altenburger Str. 4, 04275 Leipzig;SÜDVORSTADT. SINGLE(T)RAUM am Rande des Impulses. LIFT. gr. BALKON. amerikan. Küche. TGLB mit WANNE;100000;42;5.6;55;61;-5;56;⚠️ NUR MIT RÜCKFRAGEN;UNVOLLSTÄNDIG / RÜCKFRAGEN;Datenmangel;🟡 PRÜFEN;Hausgeld/Baujahr/Rücklage/Nichtumlagefähiges erfragen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26207675;LEIPZIG_149000_139_063;Leipzig;Wilhelm-Plesse-Str. 27, 04157 Leipzig;Attraktive 2 Zimmer Eigentumswohnung mit Balkon in Gohlis;149000;66.5;5.6;139;60;-15;45;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27690659;LEIPZIG_110000_12_064;Stötteritz;Oberdorfstraße 28a, 04299 Stötteritz, Leipzig;Vermietete Kapitalanlage mit Stellplatz in Leipzig-Stötteritz – sichere Rendite in ruhiger Lage;110000;51.59;5.6;12;62;0;62;⚠️ NUR MIT RÜCKFRAGEN;UNVOLLSTÄNDIG / RÜCKFRAGEN;Datenmangel;🟡 PRÜFEN;Hausgeld/Baujahr/Rücklage/Nichtumlagefähiges erfragen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26624510;LEIPZIG_105000_105_065;Neulindenau;Gröpplerstraße 83, 04179 Leipzig (Neulindenau);/ solide Kapitalanlage * 2- Raum Wohnung mit Balkon in beliebter Lage / vermietet;105000;50.7;5.6;105;56;-15;41;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27042028;LEIPZIG_95000_69_066;Anger-Crottendorf;Theodor-Neubauer-Straße 29, 04318 Anger-Crottendorf, Leipzig;Großzügige 1-Zimmerwohnung in Anger-Crottendorf;95000;47.44;5.5;69;59;-15;44;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24273512;LEIPZIG_95000_310_067;Böhlitz-Ehrenberg;Pestalozzistr. 70, 04178 Leipzig (Böhlitz-Ehrenberg);Single-Wohnung - frei zum Top-Preis - barrierefrei erreichbar mit Aufzug, Tiefgaragenplatz - kleiner Balkon - selbst einziehen oder vermieten?;95000;41;5.5;310;53;-30;23;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24945214;LEIPZIG_90000_247_068;Leipzig;Laubestr. 1, 04159 Leipzig;Vermietete 1-Raumwohnung mit Balkon!;90000;39.52;5.5;247;57;-30;27;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27481815;LEIPZIG_105000_30_069;Neulindenau;04179 Leipzig - Neulindenau 04179 Leipzig - Neulindenau;/ solide Kapitalanlage * 2- Raum Wohnung mit Balkon in beliebter Lage / vermietet;105000;50.67;5.5;30;56;-5;51;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26789890;LEIPZIG_95000_91_070;Liebertwolkwitz;04288 Leipzig - Liebertwolkwitz 04288 Leipzig - Liebertwolkwitz;Attraktive 2-Zimmer-Kapitalanlage mit Balkon und Stellplatz in Leipzig-Liebertwolkwitz;95000;46.15;5.5;91;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/15315328;LEIPZIG_114500_1249_071;Wiederitzsch;Martinshöhe 8A, 04158 Leipzig;RUHIGES APPARTEMENT MIT BALKON UND TG IN WIEDERITZSCH...;114500;51.3;5.5;1249;53;-30;23;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27354968;LEIPZIG_99000_41_072;Mockau-Süd;04357 Leipzig - Mockau-Süd 04357 Leipzig - Mockau-Süd;Kapitalanlage mit Potenzial | Vermietete 2-Zimmer-Erdgeschosswohnung in Leipzig;99000;50.5;5.5;41;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27582892;LEIPZIG_112000_21_073;Heiterblick;Maulwurfweg 3, 04329 Heiterblick, Leipzig;Kapitalanlage mit Seltenheitswert - vermietet seit 1995 & Tiefgaragenstellplatz inklusive!!!;112000;52.9;5.5;21;51;-5;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27354894;LEIPZIG_119000_41_074;Leutzsch;04179 Leutzsch, Leipzig;Gemütliche Maisonettewohnung | Balkon | Einbauküche | Duplex-Stellplatz;119000;53;5.4;41;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26787910;LEIPZIG_95000_91_075;Leipzig;Brunnenstr. 11, 04288 Leipzig;Attraktive 2-Zimmer-Kapitalanlage mit Balkon und Stellplatz in Leipzig-Liebertwolkwitz;95000;46.15;5.4;91;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26582683;LEIPZIG_103900_108_076;Möckern;Kirschbergstraße 49, 04159 Möckern, Leipzig;***Charmante 2-Raum-Wohnung mit Balkon & Laminat im 3. OG *** WE 09***;103900;49.93;5.4;108;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23814618;LEIPZIG_127000_356_077;Wiederitzsch;04158 Wiederitzsch, Leipzig;RENDITE VON 4,54 % SICHERN | 2 Zimmer mit Balkon, Einbauküche und TG-Stellplatz;127000;58.17;5.4;356;61;-30;31;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27786209;LEIPZIG_129900_2_078;Leutzsch;04179 Leipzig (Leutzsch);vermietete 2-Zimmer-Wohnung mit Balkon (A1726);129900;56.6;5.4;2;62;0;62;⚠️ NUR MIT RÜCKFRAGEN;UNVOLLSTÄNDIG / RÜCKFRAGEN;Datenmangel;🟡 PRÜFEN;Hausgeld/Baujahr/Rücklage/Nichtumlagefähiges erfragen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27428946;LEIPZIG_138000_34_079;Leipzig;Walter-Markov-Ring 23, 04288 Leipzig;Bezugsfrei! Helle 2-Zimmer-Wohnung mit Terrasse, TG-Stellplatz & Blick ins Grüne;138000;55;5.4;34;59;-5;54;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24703587;LEIPZIG_134000_269_080;Böhlitz-Ehrenberg;Leipziger Str. 115, 04178 Leipzig (Böhlitz-Ehrenberg);Wunderschöne bezugsfertige 2-R-WE mit großem Balkon, Abstellraum, Bad mit Wanne, 1. OG, barrierefrei erreichbar, Aufzug, TG;134000;58.4;5.4;269;53;-30;23;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27752227;LEIPZIG_120000_6_081;Anger-Crottendorf;04318 Anger-Crottendorf, Leipzig;Vermietete 2-Zimmer-Erdgeschosswohnung mit Balkon;120000;60;5.4;6;57;0;57;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27079723;LEIPZIG_100000_65_082;Liebertwolkwitz;04288 Liebertwolkwitz, Leipzig;Charmante Maisonette-Dachgeschosswohnung mit Balkon und Tiefgaragen-Stellplatz;100000;48;5.4;65;64;-15;49;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27790955;LEIPZIG_150000_2_083;Leipzig;Nonnenstr. 5, 04229 Leipzig;Kapitalanlage in Bestlage: Vermietetes Elster-Idyll zum Spitzenpreis - inkl. TG Stellplatz;150000;58;5.4;2;50;0;50;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26779399;LEIPZIG_115000_92_084;Leipzig;Lilienthalstr. 4, 04357 Leipzig;Kapitalanlage mit gesichertem Mietverhältnis: 2-Raumwohnung in Leipzig-Mockau;115000;57.48;5.4;92;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26783080;LEIPZIG_115000_92_085;Mockau-Nord;04357 Leipzig - Mockau-Nord 04357 Leipzig - Mockau-Nord;Kapitalanlage mit gesichertem Mietverhältnis: 2-Raumwohnung in Leipzig-Mockau;115000;57.48;5.4;92;64;-15;49;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27512955;LEIPZIG_119500_27_086;Schönefeld-Abtnaundorf;Ploßstraße 46, 04347 Schönefeld-Abtnaundorf, Leipzig;Charmante Kapitalanlage mit Balkon & Garten;119500;54.58;5.4;27;49;-5;44;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27027860;LEIPZIG_99000_70_087;Neulindenau;Lützner Straße 151, 04179 Leipzig (Neulindenau);// 2-Raum ETW mit Balkon, EBK und TG-Stellplatz // vermietet;99000;44.6;5.4;70;60;-15;45;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27776585;LEIPZIG_89900_3_088;Althen-Kleinpösna;04319 Althen-Kleinpösna, Leipzig;Sofort beziehbar I Balkon I PKW-Stellplatz I ruhige Lage;89900;43;5.4;3;69;0;69;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27730635;LEIPZIG_128000_8_089;Burghausen-Rückmarsdorf;04178 Leipzig - Burghausen-Rückmarsdorf 04178 Leipzig - Burghausen-Rückmarsdorf;Vermietete 2-Zi.-Whng. Balkon, Fahrstuhl, TG in Leipzig;128000;59.2;5.4;8;57;0;57;⚠️ NUR MIT RÜCKFRAGEN;UNVOLLSTÄNDIG / RÜCKFRAGEN;Datenmangel;🟡 PRÜFEN;Hausgeld/Baujahr/Rücklage/Nichtumlagefähiges erfragen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/16798679;LEIPZIG_140000_1064_090;Paunsdorf;Hermelinplatz 10, 04329 Heiterblick, Leipzig;Langfristige Mieteinnahmen: Exklusive 2-Zimmer-Wohnung mit solventer Mieterin!!!;140000;62.23;5.4;1064;55;-30;25;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27646692;LEIPZIG_149000_15_091;Leipzig;Adolph-Menzel-Str. 38, 04157 Leipzig;Eigentumswohnung in hervorragender Mikrolage von Leipzig;149000;58;5.4;15;59;-5;54;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/17565630;LEIPZIG_130000_965_092;Großzschocher;Bismarckstr. 29, 04249 Leipzig;ERSTKLASSIGE RENDITE FÜR IHR PORTFOLIO! // Vermietete 2-Raum-Wohnung mit Terrasse;130000;64.8;5.4;965;59;-30;29;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26438503;LEIPZIG_89900_120_093;Althen-Kleinpösna;Saxoniastraße 23, 04319 Althen-Kleinpösna, Leipzig;Sofort beziehbar I Balkon I PKW-Stellplatz I ruhige Lage;89900;43;5.4;120;69;-15;54;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27042746;LEIPZIG_128000_69_094;Leipzig;04178 Leipzig;Rentables Schmuckstück 4 % Rendite, moderne 2 Zimmer, großer Balkon, Aufzug, TG, beliebte Wohnlage;128000;54.57;5.3;69;57;-15;42;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22736222;LEIPZIG_94500_461_095;Möckern;Toskastr. 10 d, 04159 Leipzig (Möckern);TOP Apartment mit Weitblick - EBK, Balkon, inkl. TG-Stellplatz, vermietet;94500;44.1;5.3;461;61;-30;31;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26789908;LEIPZIG_135000_91_096;Liebertwolkwitz;04288 Leipzig - Liebertwolkwitz 04288 Leipzig - Liebertwolkwitz;Gepflegte Eigentumswohnung mit zwei Balkonen und Stellplatz in Leipzig-Liebertwolkwitz;135000;66.06;5.3;91;59;-15;44;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27582966;LEIPZIG_99000_21_097;Neulindenau;04179 Leipzig - Neulindenau 04179 Leipzig - Neulindenau;// 2-Raum ETW mit Balkon, EBK und TG-Stellplatz // vermietet;99000;44.59;5.3;21;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22621360;LEIPZIG_95000_471_098;Großzschocher;Buttergasse 10a, 04249 Großzschocher, Leipzig;* ETW * vermietet * Balkon * Außenrollos * TG-Stellplatz *;95000;42.1;5.3;471;59;-30;29;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27648943;LEIPZIG_145000_15_099;Neustadt-Neuschönefeld;04315 Neustadt-Neuschönefeld, Leipzig;ZWISCHEN STADTLEBEN UND PARKIDYLLE | 2024 modernisierte 2-Raum-Wohnung mit Südbalkon;145000;61.7;5.3;15;58;-5;53;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27661601;LEIPZIG_109000_14_100;Möckern;Knopstraße 15, 04159 Möckern, Leipzig;Attraktive 2-Zimmer-Wohnung mit Balkon – Renditestarke Kapitalanlage mit Stellplatz;109000;48;5.3;14;63;-5;58;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24276302;LEIPZIG_75000_310_101;Leipzig;Eschenweg 2, 04178 Leipzig;NEUBAU * SINGLE-(T)Raum * gemütlicher BALKON * tw. LAMINAT * amerikan. EBK * DUSCHE * TIEFGARAGE ..;75000;31.28;5.3;310;62;-30;32;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26552573;LEIPZIG_109000_111_102;Möckern;Knopstraße 15, 04159 Leipzig (Möckern);Attraktive 2-Zimmer-Wohnung mit Balkon - Renditestarke Kapitalanlage mit Stellplatz;109000;48;5.3;111;63;-15;48;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27511428;LEIPZIG_103000_27_103;Leipzig;Ernst-Mey-Str. 7A, 04229 Leipzig;Über 4% Rendite in Top- Lage, Perfekte Kapitalanlage im begehrten Stadtteil Leipzig Plagwitz;103000;37;5.3;27;51;-5;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26471488;LEIPZIG_115000_118_104;Böhlitz-Ehrenberg;Pestalozzistr. 68, 04178 Leipzig (Böhlitz-Ehrenberg);2024 umfangreich renovierte 2-RWE, Balkon, barrierefrei erreichbar, Aufzug, aktuell gut vermietet;115000;48.6;5.3;118;57;-15;42;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21019841;LEIPZIG_127000_630_105;Leipzig;Außenring 32, 04158 Leipzig;INVESTIEREN SIE CLEVER // Über 4,54 % Rendite // 2 Zimmer mit Balkon, Einbauküche und TG-Stellplatz;127000;58.2;5.3;630;61;-30;31;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27430517;LEIPZIG_120000_34_106;Mockau-Süd;04357 Leipzig - Mockau-Süd 04357 Leipzig - Mockau-Süd;2-Raumwohnung im Nordosten von Leipzig;120000;59.07;5.3;34;55;-5;50;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27650423;LEIPZIG_120000_15_107;Wahren;Nernststr. 2, 04159 Leipzig;Denkmalgerecht sanierte 2-Zimmer-Wohnung mit Balkon und historischem Charme;120000;56;5.3;15;57;-5;52;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/18993542;LEIPZIG_135000_835_108;Leipzig;Alte Gärtnerei 4, 04288 Leipzig;Gepflegte Eigentumswohnung mit zwei Balkonen und Stellplatz in Leipzig-Liebertwolkwitz;135000;66.1;5.3;835;53;-30;23;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26786578;LEIPZIG_135000_91_109;Leipzig;Alte Gärtnerei 4, 04288 Leipzig;Gepflegte Eigentumswohnung mit zwei Balkonen und Stellplatz in Leipzig-Liebertwolkwitz;135000;66.06;5.3;91;61;-15;46;❌ AUSSCHLIESSEN;AUSSCHLIESSEN;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/27778784;LEIPZIG_89900_3_110;Althen-Kleinpösna;04319 Leipzig - Althen-Kleinpösna 04319 Leipzig - Althen-Kleinpösna;Sofort beziehbar I Balkon I PKW-Stellplatz I ruhige Lage;89900;43;5.3;3;69;0;69;⚠️ NUR MIT RÜCKFRAGEN;NUR MIT RÜCKFRAGEN;Grenzfall / Score 55–69;🟡 PRÜFEN;Nur mit belastbaren WEG- und Mietunterlagen prüfen
