dataset_label;link_immometrica;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;agent_decision;agent_klasse;score_vor_malus;agent_liquiditaets_malus;score_final;exclusion_reason;risk_level;next_step;audit_kategorie;audit_liquiditaets_malus;manual_review_required;manual_review_reason;validation_result
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24243603;Leipzig;Christoph-Probst-Str. 5, 04159 Leipzig;++ 4,12 % Rendite: Schicke Kapitalanlage im Norden Leipzigs ++;137000;65;5;314;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;59;-30;29;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24249920;Zentrum-Nordwest;Friedrich-Ebert-Str., 04105 Leipzig (Zentrum-Nordwest);1-Raumwohnung im Waldstraßenviertel - Ihr Einstieg als Immobilienkäufer?;130000;40.2;4.4;313;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;44;-30;14;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24266189;Gohlis-Mitte;04157 Leipzig - Gohlis-Mitte 04157 Leipzig - Gohlis-Mitte;Single/Studenten-Apartment mit Balkon und Tiefgarage;80000;34;6;311;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;56;-30;26;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24273512;Böhlitz-Ehrenberg;Pestalozzistr. 70, 04178 Leipzig (Böhlitz-Ehrenberg);Single-Wohnung - frei zum Top-Preis - barrierefrei erreichbar mit Aufzug, Tiefgaragenplatz - kleiner Balkon - selbst einziehen oder vermieten?;95000;41;5.5;310;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;53;-30;23;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24276302;Leipzig;Eschenweg 2, 04178 Leipzig;NEUBAU * SINGLE-(T)Raum * gemütlicher BALKON * tw. LAMINAT * amerikan. EBK * DUSCHE * TIEFGARAGE ..;75000;31.28;5.3;310;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;62;-30;32;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24280087;Paunsdorf;Am Bauernteich 1, 04328 Paunsdorf, Leipzig;Preisreduzierung!!! Helle 2-Raum-Wohnung im Leipziger Osten;145000;60;4.5;310;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;53;-30;23;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24395570;Knautkleeberg-Knauthain;Giordano-Bruno-Str. 28, 04249 Leipzig;Charmante 2-Zimmer-Dachgeschosswohnung mit Loggia;130000;70.4;5.9;299;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;67;-30;37;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24411610;Burghausen-Rückmarsdorf;04178 Leipzig - Burghausen-Rückmarsdorf 04178 Leipzig - Burghausen-Rückmarsdorf;SORGLOS-INVESTMENT: Renovierte ETW mit über 5% Rendite!;120000;40;4.2;297;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;43;-30;13;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24460593;Eutritzsch;Bonhoefferstraße 6, 04129 Eutritzsch, Leipzig;Schicke 2-Zimmer-Wohnung mit toller Ausstattung in Eutritzsch;150000;53.37;4.4;293;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;47;-30;17;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24486978;Seehausen;04356 Seehausen, Leipzig;Stilvoll Wohnen in Leipzig-Seehausen: Zwei-Zimmer-Wohnung mit Balkon, EBK, Tiefgarage und Aufzug ;126000;54;5;290;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;51;-30;21;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24546607;Stötteritz;04299 Leipzig (Stötteritz);+++KAPITALANLAGE+++VERMIETET+++BELIEBTES VIERTEL+++2-ZIMMER-WHG+++BALKON+++KELLER+++TOP GRUNDRISS+++BEGRÜNTER INNENHOF+++PARK+++;135000;52;4.6;284;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-30;22;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24562963;Grünau-Nord;Am kleinen Feld 30, 04205 Leipzig;Eigentumswohnung Leipzig - Grünau - ruhige Lage Leerstand;99000;56.3;6.2;283;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;49;-30;19;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24575903;Leipzig;Klasingstr. 44B, 04315 Leipzig;Kapitalanlage: 2-Zimmer WE mit Balkon im repräsentativen Denkmalobjekt!;130000;47;4.4;282;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;43;-30;13;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24703587;Böhlitz-Ehrenberg;Leipziger Str. 115, 04178 Leipzig (Böhlitz-Ehrenberg);Wunderschöne bezugsfertige 2-R-WE mit großem Balkon, Abstellraum, Bad mit Wanne, 1. OG, barrierefrei erreichbar, Aufzug, TG;134000;58.4;5.4;269;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;53;-30;23;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24943988;Leipzig;Ernst-Guhr-Str. 7, 04319 Leipzig;ruhig gelegene 2-Raumwohnung mit Blick ins Grüne in Leipzig;148000;52;4.2;247;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;41;-30;11;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24945214;Leipzig;Laubestr. 1, 04159 Leipzig;Vermietete 1-Raumwohnung mit Balkon!;90000;39.52;5.5;247;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;57;-30;27;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25022284;Möckern;Faradaystr. 9, 04159 Leipzig (Möckern);Wohlfühlen in einem kleinen Rückgebäude;145000;51;4.1;240;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;43;-30;13;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25035907;Leipzig;Ernst-Guhr-Str. 7, 04319 Leipzig;2-Raumwohnung mit Balkon in ruhiger Lage in Leipzig;149900;57;4.5;239;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;47;-30;17;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25183208;Leipzig;Walter-Markov-Ring 4, 04288 Leipzig;2 Zimmer-Wohnung im südöstlichen Teil Leipzigs - unweit der Herzklinik;138000;49;4.4;226;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;51;-30;21;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25392872;Leipzig;Georg-Schwarz-Str. 89, 04179 Leipzig;Charmante, lichtdurchflutete 2-Zimmer-Altbauwohnung in begehrter Lage von Leipzig Alt-West;89000;47.6;5.9;223;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;63;-30;33;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25422884;Heiterblick;Maulwurfweg 5, 04329 Heiterblick, Leipzig;Exklusive Kapitalanlage: 2-Raumwohnung in Heiterblick mit viel Potenzial und Top-Infrastruktur!;110000;48.85;5.3;219;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;49;-30;19;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25444671;Anger-Crottendorf;04318 Leipzig (Anger-Crottendorf);Charmante 2-Zimmer-Altbauwohnung mit Balkon in Leipzig-Anger-Crottendorf;140250;55;4.3;217;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;44;-30;14;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25488927;Plagwitz;Einsteinstr. 5, 04229 Plagwitz, Leipzig;Vermietete Eigentumswohnung mit Balkon in Leipzig-Plagwitz;125000;51.3;5.1;212;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;59;-30;29;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25506330;Zentrum-Ost;04317 Leipzig (Reudnitz-Thonberg);EINE GARTENWOHNUNG ZUM VERLIEBEN | Apartment mit Tageslichtbad, Einbauküche, Balkon & Garten;140000;57;4.7;211;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;59;-30;29;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25510378;Leipzig;Felsenbirnenstr. 10, 04329 Leipzig;Zweiraum-Traum für Kapitalanleger!;149000;62;4.2;211;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-30;22;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25524288;Gohlis-Süd;Georg-Schumann-Str. 131, 04155 Leipzig;2 Zimmer-Wohnung/Dachgeschoss mit Balkon - Kapitalanlage in Leipzig Gohlis-Süd;84150;46;6.1;210;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;61;-30;31;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25524300;Gohlis-Süd;Georg-Schumann-Str. 131, 04155 Leipzig;2 Zimmer Wohnung/Dachgeschoss mit Balkon - Kapitalanlage in Leipzig Gohlis-Süd;74700;39;6.1;210;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;59;-30;29;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25529853;Leipzig;Wilhelm-Plesse-Str. 28, 04157 Leipzig;++ 1.941 EUR/ m², Dachloggia, Badewanne, beliebte Lage! Charmante 2-Zimmer Wohnung in Gohlis ++;120000;61.8;5.8;209;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;57;-30;27;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25565140;Wahren;Paul-Ernst-Straße 23, 04159 Leipzig (Wahren);Gepflegte Kapitalanlage mit Balkon in ruhiger Lage;129000;51;4.4;205;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;42;-30;12;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25615123;Seehausen;Seehausener Str. 34, 04356 Seehausen, Leipzig;Top! süßes 1 Zimmerappartement!!!!;80000;29.39;5.1;199;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;35;-30;5;Wohnfläche < 30 m²;🔴 BLOCKER;"Nicht weiterverfolgen; Hard Filter dokumentieren";Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25648502;Altlindenau;04177 Altlindenau, Leipzig;Charmantes Zuhause in ruhiger Lage – Wohnung mit sonnigem Balkon;148000;65.23;4.7;196;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;60;-30;30;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25656906;Leipzig;Uhlandstr. 15, 04177 Leipzig;++ 4,13 % Bruttorendite: Vermietete 2RW mit Balkon und Stellplatz ++;119000;50.3;4.8;195;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;48;-30;18;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25730666;Wahren;04159 Leipzig / Wahren (Wahren);*** Attraktive Kapitalanlage: Vermietete 2-Zimmer-Wohnung mit Balkon und historischem Charme ***;135000;60;4.9;181;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;64;-30;34;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25754311;Dölitz-Dösen;Cröberner Straße 10, 04279 Dölitz-Dösen, Leipzig;!!! RUHIG gelegene 2-Raumwohnung mit Balkon und kleinem Gartenanteil !!! WE ist vermietet !!!;110000;42.97;4.7;178;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;45;-15;30;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25795686;Leipzig;Dachsstraße 12, 04329 Heiterblick, Leipzig;Solide Kapitalanlage in gewachsener Wohnlage!!!;99000;40.3;5;175;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;48;-15;33;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25796603;Liebertwolkwitz;Alte Gärtnerei 6, 04288 Liebertwolkwitz, Leipzig;Wohnung mit Wohlfühlcharakter + Balkon und TG-SP;149000;58;4.4;175;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;38;-15;23;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25809675;Mockau-Nord;Lilienthalstr. 4, 04357 Leipzig;Charmante 2-Zimmer-Wohnung mit Balkon in denkmalgeschütztem Gebäude;135000;54.7;4.3;174;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;54;-15;39;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25843471;Paunsdorf;Hermelinplatz 3, 04329 Leipzig;Ca. 4,4% Rendite in Leipzig: 2-Zimmer-Wohnung mit Loggia, Aufzug & TG-Stellplatz;115000;46.31;5;170;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;58;-15;43;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25852861;Volkmarsdorf;Bülowstraße 21, 04315 Leipzig (Volkmarsdorf);Kapitalanlage oder Selbstbezug ! Appartement mit Balkon, Stadtteil Volkmarsdorf;107500;40.8;4.4;170;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;55;-15;40;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25878819;Leipzig;Josephstr. 39, 04177 Leipzig;Vermietete 1-Raum-ETW mit Loggia in Plagwitz-Lindenau;110600;32.64;4.4;168;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;47;-15;32;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25892568;Heiterblick;Rotfuchsstr. 11, 04329 Leipzig;Frei und bezugsfertig: Moderne 2-Raum-Wohnung inklusive hochwertiger Einbauküche;140000;62;4.8;166;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;50;-15;35;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25924957;Burghausen-Rückmarsdorf;04178 Leipzig - Burghausen-Rückmarsdorf 04178 Leipzig - Burghausen-Rückmarsdorf;Eigentumswohnung Kapitalanlage 5,5% Rendite;112500;40;4.1;163;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;57;-15;42;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25941696;Möckern;04159 Leipzig (Möckern);Sehr gepflegte 2-Zimmer-Wohnung im Jugendstil-Altbau mit Balkon und Keller;145000;64;4.9;162;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-15;37;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25964253;Neustadt-Neuschönefeld;Lutherstraße 20, 04315 Leipzig (Neustadt-Neuschönefeld);Sonnige ETW in zentrumsnaher Lage mit Balkon!;139500;50.5;4.6;160;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;48;-15;33;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25971990;Leipzig;Buchfinkenweg 33, 04159 Leipzig;DENKMAL-FLAIR IM DACHGESCHOSS | Gemütliche 2-Raum-Wohnung mit Balkon in städtischer Lage;120000;52.1;4.9;159;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;54;-15;39;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25988748;Connewitz;Hildebrandstraße 45c WE 80, 04277 Connewitz, Leipzig;*CONNEWITZ* 2--Raumwohnung mit Parkett und Loggia*Wohnung ist vermietet*;141000;53.62;4.6;157;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;59;-15;44;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/25997988;Wahren;Linkelstraße 2, 04159 Leipzig (Wahren);"Charmante 2-Raum-Wohnung mit Balkon und TG-Stellplatz im exklusiv sanierten ""Wahrener Rundling"" !!";150000;60;4.8;156;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;51;-15;36;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/26022467;Eutritzsch;Gedikestraße 7, 04129 Eutritzsch, Leipzig;Gemütliche 2-Zimmer-Wohnung in Eutritzsch;140000;53.37;4.5;154;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;53;-15;38;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;prüfen;-15;False;;LIKELY_VALID_EXCLUSION
