dataset_label;link_immometrica;id;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;score_vor_malus;liquiditaets_malus;score_final;klasse;agent_decision;exclusion_reason;risk_level;next_step
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23582066;HANNOVER_75000_20250617;Mittelfeld;Washingtonweg 1A, 30519 Mittelfeld, Hannover;Moderne & frisch sanierte 1-Zimmer-Wohnung: hell, sonniger Balkon + schöner Ausblick ins Grüne;75000;25.39;6.6;379;57;-30;27;❌ AUSSCHLIESSEN;Ausschließen;"Wohnfläche < 30 m²; Miete fehlt/0; Hausgeld fehlt; Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;"Ausschluss dokumentieren; nur als Sonderfall prüfen, wenn Strategie Kleinstwohnungen zulässt."
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26475994;GARBSEN_109000_20260307;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;5.640€ Kaltmieteinnahmen jährlich! 1-Zimmer-Wohnung mit Balkon, Keller & EBK und top Energiewerten!;109000;39;5.1;116;41;-15;26;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (10.18); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25867624;RONNENBERG_110000_20260115;Empelde;Breite Str. 17 C, 30952 Ronnenberg (Empelde);Sanierte Wohnung in zentraler Lage mit Westbalkon in Empelde/ Ronnenberg zu verkaufen;110000;53.2;5.7;168;46;-15;31;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (9.29); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27678406;HANNOVER_114000_20260618;Hannover;Lauckerthof 7, 30419 Hannover;Kapitalanlage in zentraler Lage von Hannover Stöcken - 2-Zimmer Wohnung mit Balkon;114000;51;5.9;13;45;0;45;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.84); ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE gleiche Adresse + Preis + Fläche; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23582360;HANNOVER_95000_20250618;Hannover;Washingtonweg 1A, 30519 Mittelfeld, Hannover;Moderne & frisch sanierte 2-Zimmer-Wohnung: hell, freundlich + schöner Ausblick ins Grüne;95000;34.52;5.8;378;53;-30;23;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27143459;HANNOVER_120000_20260504;Ledeburg;Baldeniusstr. 35, 30419 Hannover;1,5 Zimmer Wohnung mit Weitblick;120000;42;5;58;57;-5;52;❌ AUSSCHLIESSEN;Ausschließen;Score final <55;🟢 OK;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26693539;BARSINGHAUSEN_139000_20260325;Barsinghausen;Breite Str. 7, 30890 Barsinghausen;Wohnen in der Stadt: 2-Zimmerwohnung mit  Aufzug;139000;69;5.5;98;56;-15;41;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25698195;GARBSEN_125000_20251227;Garbsen-Mitte;30823 Garbsen / Havelse (Havelse);Gepflegtes Einzimmer-Appartement in Garbsen/Havelse;125000;44;5;186;49;-30;19;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27636094;HANNOVER_125000_20260616;Hannover;Hemelingstr. 4, 30419 Hannover;Attraktive 2 Zimmer Wohnung in Stöcken!;125000;52.84;5.5;15;51;-5;46;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (4.72); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27712643;ISERNHAGEN_149000_20260622;Isernhagen F. B.;30916 Isernhagen;Im Zentrum von Altwarmbüchen leben;149000;61;5.1;9;52;0;52;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26810947;SPRINGE_79900_20260404;Springe;31832, Springe;Zwei kompakte Wohneinheiten unter einem Dach – ideal für Kapitalanleger Mehrfamilienhaus;79900;54;7.7;88;59;-15;44;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (5.00); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27006750;HANNOVER_65000_20260421;Mittelfeld;30519 Hannover (Mittelfeld);2 Zimmer Wohnung in Hannover Döhren-Wülfel zu verkaufen;65000;30;6.7;71;49;-15;34;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (6.67); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26040796;GARBSEN_114000_20260129;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Gepflegte und zentrale 1-Zimmer-Wohnung mit Balkon | Garbsen!;114000;40;5.1;153;44;-15;29;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (6.38); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25883174;LAATZEN_115000_20260116;Laatzen-Mitte;Flemingstraße 2, 30880, Laatzen;Neu vermietete 2 Zi.-ETW + 1 TG-Platz in Laatzen;115000;59;6.4;166;52;-15;37;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (6.61); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26899282;HANNOVER_120000_20260413;Davenstedt;Wegsfeld 42, 30455 Hannover (Davenstedt);1- Zimmereigentumswohnung mit Balkon & Wellnessbereich im Terrassenhaus in Davenstedt;120000;55.3;5.7;79;49;-15;34;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Sanierungs-/Renovierungsrisiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27790363;BURGDORF_120000_20260630;Burgdorf;Friederikenstr. 67, 31303 Burgdorf;Erdgeschosswohnung mit Terrasse in zentraler Lage;120000;60;5.7;1;51;0;51;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26834793;HANNOVER_127400_20260406;Hannover;Findstellenweg 6, 30629 Hannover;2-Zimmer Eigentumswohnung in ruhiger Lage | Vermietet | Misburg-Nord;127400;55.61;5.5;86;57;-15;42;❌ AUSSCHLIESSEN;Ausschließen;Score final <55;🟢 OK;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25037940;HANNOVER_114000_20251104;Hannover;Lauckerthof 7, 30419 Hannover;Kapitalanlage in zentraler Lage von Hannover Stöcken - 2-Zimmer Wohnung mit Balkon;114000;51;5.9;239;45;-30;15;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.84); Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; ⚠️ DUBLETTE gleiche Adresse + Preis + Fläche; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/24681000;HANNOVER_119000_20251002;Vahrenwald;30165 Hannover - Vahrenwald-List 30165 Hannover - Vahrenwald-List;Kapitalanlage mit Steuervorteilen: Gepflegte ETW mit EBK & hoher Abschreibung;119000;51;5.9;272;45;-30;15;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.98); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27087550;GARBSEN_125000_20260427;Garbsen-Mitte;30823, Garbsen;Gepflegtes Einzimmer-Appartement in Garbsen/Havelse;125000;44;5;65;49;-15;34;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26676332;SPRINGE_80000_20260324;Springe;Steinberg 57, 31832 Springe;Gepflegte kleine Wohnung direkt am Deister;80000;57;7.4;99;45;-15;30;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (7.37); Sanierungs-/Renovierungsrisiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/24968487;HANNOVER_145000_20251029;Hannover;In der Steinbreite 89, 30455 Hannover;Helle + großzügige 2-Zimmer-Wohnung mit sonnigem Balkon in ruhiger & zentrumsnaher Lage;145000;60.8;5.2;245;53;-30;23;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27292266;HANNOVER_125000_20260516;Hannover;Hägewiesen 91, 30657 Hannover;kleine, feine Kapitalanlage mit Fernblick;125000;57;5.4;46;51;-5;46;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (5.70); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27705768;HANNOVER_129900_20260622;Vahrenheide;Plauener Str. 31, 30179 Vahrenheide, Hannover;2-Zimmer-Whg. im Terrassenhaus;129900;67.8;6.4;9;45;0;45;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (6.21); Sanierungs-/Renovierungsrisiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27332928;HANNOVER_120000_20260520;Linden-Mitte;Badenstedter Str. 46A, 30453 Linden-Mitte, Hannover;Separat m. eigenem Eingang - auch Gewerbenutzung möglich;120000;40;5;42;53;-5;48;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27021080;HANNOVER_139000_20260422;Hannover;Geveker Kamp 67, 30453 Hannover;Renovierungsbedürftige 2-Zimmer Wohnung mit viel Potenzial in Ahlem;139000;56;5.2;70;43;-15;28;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (4.62); Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27068502;GARBSEN_140000_20260426;Garbsen-Mitte;30823, Garbsen;2-Zimmer-Wohnung mit Balkon!;140000;63;5.4;66;52;-15;37;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27215264;LAATZEN_89000_20260508;Alt-Laatzen;Auf der Dehne 2B, 30880 Laatzen;Perfekt für Messegäste: Attraktive 1-Zimmer-Wohnung nahe Messegelände;89000;38.5;5.9;54;62;-5;57;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0;🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27706222;LAATZEN_78000_20260622;Alt-Laatzen;Am Wehrbusch 11, 30880 Laatzen;Mit Weitblick in Top-Lage;78000;41;6.8;9;60;0;60;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0, Hausgeld fehlt;🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/25610093;HANNOVER_130000_20251214;Sahlkamp;30179 Hannover (Sahlkamp);Klein, fein und vermietet;130000;57;5.6;199;51;-30;21;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (5.51); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23246720;HANNOVER_137900_20250515;Badenstedt;Ziesenißstr. 22, 30455 Badenstedt, Hannover;Anlage-Einstieg: Vermietete 2-Zimmer-Wohnung in guter Lage Hann.-Badenstedt.;137900;56.61;5;412;51;-30;21;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (4.65); Altinserat-Risiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27298384;LAATZEN_99000_20260517;Alt-Laatzen;Ziegeleistr. 17, 30880 Laatzen;Investieren statt suchen - vermietete 1-Zimmer-Wohnung mit Balkon & stabilem Mietertrag;99000;44.4;5.7;45;44;-5;39;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.09); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27431596;HANNOVER_125000_20260528;Hannover;Strousbergstraße 12B, 30449 Hannover;Schöne 2-Zimmer-Wohnung + Balkon in Linden-Süd;125000;48;5.2;34;50;-5;45;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26403777;LAATZEN_98500_20260302;Alt-Laatzen;Otto-Hahn-Str. 15, 30880 Laatzen;Laatzen: Wir bieten 1-Zimmer-Apartment in top Lage zum Kauf an.;98500;44;6;121;46;-15;31;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (4.65); Sanierungs-/Renovierungsrisiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27571691;LAATZEN_115000_20260609;Alt-Laatzen;30880, Laatzen;Laatzen: Gepflegte 2-Zimmer-Wohnung!;115000;58;6.5;22;52;-5;47;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (6.52); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27690661;SPRINGE_69000_20260619;Springe;Wolfstalstr. 14, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis Hannover);69000;46;7.4;12;59;0;59;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0, Hausgeld > 4,50 €/m² (5.00);🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27693356;SPRINGE_69000_20260620;Springe;Schiergrund 2, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis  Hannover);69000;46;7.4;11;59;0;59;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0, Hausgeld > 4,50 €/m² (5.93);🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27431550;BURGDORF_72000_20260529;Burgdorf;31303 Burgdorf;Charmante 2-Zimmer-Wohnung mit Balkon und modernisierten Ausstattungsdetails in Burgdorf;72000;39;6.5;33;60;-5;55;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Miete fehlt/0, Hausgeld > 4,50 €/m² (4.74);🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27176495;HANNOVER_127000_20260506;Hannover;Steimbker Hof 11, 30625 Hannover;Heideviertel  - Großzügige 1 Zi ETW mit Balkon in ruhiger Lage nahe der  MHH -;127000;46;5.2;56;48;-5;43;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (5.61); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/24550381;RONNENBERG_115000_20250921;Empelde;Breite Str. 17 C, 30952 Ronnenberg (Empelde);Sanierte Wohnung in zentraler Lage mit Westbalkon in Empelde/ Ronnenberg zu verkaufen;115000;50.3;5.2;283;46;-30;16;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (9.82); Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27534836;BARSINGHAUSEN_115000_20260527;Barsinghausen;30890 Niedersachsen - Barsinghausen 30890 Niedersachsen - Barsinghausen;2 Zimmer Eigentumswohnung in Barsinghausen;115000;58;5.2;35;43;-5;38;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (4.66); Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27801031;HANNOVER_82500_20260701;Döhren;30519 Döhren, Hannover;Charmante 1-Zimmer-Wohnung in Toplage am Maschsee – ideal als Kapitalanlage oder zur Eigennutzung;82500;30;5.9;0;50;0;50;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27172839;LAATZEN_84900_20260505;Alt-Laatzen;Otto-Hahn-Str. 13, 30880 Laatzen;Kapitalanlage mit Aufzug – vermietete 1-Zimmer-Wohnung mit 420 € Kaltmiete – Solide 6% Rendite;84900;42;6.1;57;48;-5;43;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (6.93); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/23481254;HANNOVER_80000_20250606;Hannover;Ihmeplatz 1, 30449 Linden-Mitte, Hannover;Renovierte 1-Zimmer Wohnung für Kapitalanleger - 7,35 % Mietrendite - im Ihmezentrum;80000;31;6.4;390;42;-30;12;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (8.23); Sanierungs-/Renovierungsrisiko; Altinserat-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26279319;HANNOVER_89000_20260218;Hannover;Vahrenheider Markt 8, 30179 Hannover;Charmantes 1-Zimmer-Apartment mit 40 m² in Hannover;89000;40;6.4;133;41;-15;26;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.02); Sanierungs-/Renovierungsrisiko; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26062724;LAATZEN_84900_20260201;Alt-Laatzen;Otto-Hahn-Str. 13, 30880 Laatzen (Laatzen-Mitte);Vermietete 1-Zimmer-Kapitalanlage mit Aufzug in Laatzen - Solide 6% Rendite;84900;42;6.1;150;48;-15;33;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (6.67); ⚠️ CLUSTER gleiche Straße + PLZ; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26022276;HANNOVER_110000_20260129;Hannover;Henckellweg 13, 30459 Hannover;KUNZE: Gut geschnittene Wohnung mit hervorragender Verkehrsanbindung in Ricklingen;110000;40;5;153;48;-15;33;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (4.88); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26870368;HANNOVER_149000_20260409;Ricklingen;30459 Hannover / Ricklingen (Ricklingen);Eine Wohnung mit viel Potenzial in begehrter Lage von Hannover-Ricklingen!;149000;57.9;5.2;83;44;-15;29;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld > 4,50 €/m² (5.68); Maklerhinweis Potenzial prüfen; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27183616;HANNOVER_85000_20260505;Hannover;30165 Hannover - Nord 30165 Hannover - Nord;Vermietete gepflegte 1-Zimmer-Eigentumswohnung in Hannover;85000;37;6;57;49;-5;44;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (9.08); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27309274;HANNOVER_95000_20260517;Badenstedt;30455 Hannover - Ahlem-Badenstedt-Davenstedt 30455 Hannover - Ahlem-Badenstedt-Davenstedt;Sonnig-Charmante Einraumwohnung in 30455 Hannover als Kapitalanlage;95000;40;5.4;45;56;-5;51;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26507840;BURGDORF_139000_20260310;Burgdorf;Vor den Höfen 1, 31303 Burgdorf;Vermietete 2-Zi-Dachgeschosswohnung mit Loggia, EBK, Stellplatz & Keller – ca. 62,5 m² in Burgdorf;139000;62.5;5.1;113;51;-15;36;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27667249;HANNOVER_135000_20260618;Vahrenheide;Radebeuler Hof 1, 30179 Vahrenheide, Hannover;Eigentumswohnung zu verkaufen;135000;57.86;5.3;13;53;0;53;❌ AUSSCHLIESSEN;Ausschließen;"Miete fehlt/0; Hausgeld fehlt; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27248054;SPRINGE_119900_20260511;Springe;Hermann-Löns-Str. 1A, 31832 Springe;MGK bietet Springe-Bennigsen: Gut geschnittene 2-Zimmer-Wohnung mit Potenzial zur Kapitalanlage;119900;63.42;5.3;51;41;-5;36;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (6.65); Maklerhinweis Potenzial prüfen; Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27173481;LAATZEN_119000_20260506;Alt-Laatzen;30880, Laatzen;Gepflegte und lichtverwöhnte 2-Zimmer-Wohnung in zentraler Wohnlage von Laatzen!;119000;57;6;56;48;-5;43;❌ AUSSCHLIESSEN;Ausschließen;"Hausgeld > 4,50 €/m² (7.02); Score final <55";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27426756;BURGDORF_72000_20260528;Burgdorf;Hauffstr. 4, 31303 Burgdorf;Charmante 2-Zimmer-Wohnung mit Balkon und modernisierten Ausstattungsdetails in Burgdorf;72000;39;6.5;34;60;-5;55;⚠️ NUR MIT RÜCKFRAGEN;Rückfragen;UNVOLLSTÄNDIG / RÜCKFRAGEN: Hausgeld > 4,50 €/m² (4.74);🟡 PRÜFEN;Rückfragen klären: Miete, Hausgeld-Aufteilung, WEG-Protokolle, Rücklage, Sonderumlagen, Sanierungsstatus.
